,qseqid,qstart,qend,qlen,sseqid,sstart,send,length,gaps,nident,aligned_pairs,query_coverage,percent_identity
1996,NZ_LR134333.1.1971,1,932,1020,NZ_LR134215.1,1298876,1299806,936,9,694,927,0.9088235294117647,0.6803921568627451
1997,NZ_LR134333.1.1972,131,1020,1020,NZ_LR134215.1,1300108,1300997,890,0,675,890,0.8725490196078431,0.6617647058823529
1998,NZ_LR134333.1.1973,1,962,1020,NZ_LR134215.1,1300998,1301958,962,1,742,961,0.942156862745098,0.7274509803921568
1999,NZ_LR134333.1.1974,12,1018,1020,NZ_LR134215.1,1302019,1303022,1019,27,759,992,0.9725490196078431,0.7441176470588236
2000,NZ_LR134333.1.1975,1,939,1020,NZ_LR134215.1,1303025,1303962,940,3,782,937,0.9186274509803921,0.7666666666666667
2002,NZ_LR134333.1.1978,76,1020,1020,NZ_LR134215.1,1306254,1307191,957,31,739,926,0.907843137254902,0.7245098039215686
2003,NZ_LR134333.1.1979,2,1019,1020,NZ_LR134215.1,1307193,1308218,1027,10,837,1017,0.9970588235294118,0.8205882352941176
2004,NZ_LR134333.1.1980,1,1019,1020,NZ_LR134215.1,1308220,1309238,1020,2,870,1018,0.9980392156862745,0.8529411764705882
2005,NZ_LR134333.1.1981,1,1020,1020,NZ_LR134215.1,1309240,1310259,1020,0,861,1020,1.0,0.8441176470588235
2006,NZ_LR134333.1.1982,2,1009,1020,NZ_LR134215.1,1310261,1311268,1008,0,836,1008,0.9882352941176471,0.8196078431372549
2007,NZ_LR134333.1.1983,196,1019,1020,NZ_LR134215.1,1311386,1312212,827,3,709,824,0.807843137254902,0.6950980392156862
2008,NZ_LR134333.1.1984,1,1019,1020,NZ_LR134215.1,1312214,1313232,1021,4,801,1017,0.9970588235294118,0.7852941176470588
2009,NZ_LR134333.1.1985,1,1020,1020,NZ_LR134215.1,1313234,1314253,1020,0,810,1020,1.0,0.7941176470588235
2010,NZ_LR134333.1.1986,1,1020,1020,NZ_LR134215.1,1314254,1315271,1020,2,857,1018,0.9980392156862745,0.8401960784313726
2011,NZ_LR134333.1.1987,2,1020,1020,NZ_LR134215.1,1315273,1316290,1021,5,849,1016,0.996078431372549,0.8323529411764706
2012,NZ_LR134333.1.1988,1,1020,1020,NZ_LR134215.1,1316291,1317313,1023,3,825,1020,1.0,0.8088235294117647
2013,NZ_LR134333.1.1989,1,1020,1020,NZ_LR134215.1,1317314,1318333,1020,0,838,1020,1.0,0.8215686274509804
360,NZ_LR134333.1.199,1,1019,1020,NZ_LR134215.1,91128,90111,1027,17,794,1010,0.9901960784313726,0.7784313725490196
2014,NZ_LR134333.1.1990,169,1020,1020,NZ_LR134215.1,1318541,1319391,855,7,708,848,0.8313725490196079,0.6941176470588235
2015,NZ_LR134333.1.1991,2,1020,1020,NZ_LR134215.1,1319393,1320412,1020,1,827,1019,0.9990196078431373,0.8107843137254902
2016,NZ_LR134333.1.1992,1,1020,1020,NZ_LR134215.1,1320413,1321432,1020,0,842,1020,1.0,0.8254901960784313
18,NZ_LR134333.1.2,1,1020,1020,NZ_LR134215.1,3244641,3245646,1029,32,908,997,0.9774509803921568,0.8901960784313725
60,NZ_LR134333.1.20,5,1018,1020,NZ_LR134215.1,3839175,3840188,1021,14,785,1007,0.9872549019607844,0.7696078431372549
2021,NZ_LR134333.1.2003,61,992,1020,NZ_LR134215.1,1326576,1327507,935,6,678,929,0.9107843137254902,0.6647058823529411
2022,NZ_LR134333.1.2004,1,787,1020,NZ_LR134215.1,1327536,1328325,805,33,572,772,0.7568627450980392,0.5607843137254902
2023,NZ_LR134333.1.2005,98,1020,1020,NZ_LR134215.1,1328659,1329583,933,18,700,915,0.8970588235294118,0.6862745098039216
2024,NZ_LR134333.1.2006,1,1018,1020,NZ_LR134215.1,1329584,1330601,1026,16,780,1010,0.9901960784313726,0.7647058823529411
2025,NZ_LR134333.1.2007,6,1020,1020,NZ_LR134215.1,1330609,1331627,1033,32,704,1001,0.9813725490196078,0.6901960784313725
363,NZ_LR134333.1.201,256,1017,1020,NZ_LR134215.1,87559,86788,788,42,558,746,0.7313725490196078,0.5470588235294118
2028,NZ_LR134333.1.2016,1,1020,1020,NZ_LR134215.1,1334956,1335975,1022,4,794,1018,0.9980392156862745,0.7784313725490196
2030,NZ_LR134333.1.2018,13,754,1020,NZ_LR134215.1,1336408,1337149,749,14,530,735,0.7205882352941176,0.5196078431372549
364,NZ_LR134333.1.202,74,998,1020,NZ_LR134215.1,86711,85796,944,47,647,897,0.8794117647058823,0.634313725490196
2033,NZ_LR134333.1.2024,8,920,1020,NZ_LR134215.1,1338185,1339105,928,22,668,906,0.888235294117647,0.6549019607843137
2035,NZ_LR134333.1.2026,47,990,1020,NZ_LR134215.1,1340278,1341221,950,12,708,938,0.9196078431372549,0.6941176470588235
2038,NZ_LR134333.1.2028,1,927,1020,NZ_LR134215.1,1342268,1343194,927,0,766,927,0.9088235294117647,0.7509803921568627
365,NZ_LR134333.1.203,60,1020,1020,NZ_LR134215.1,85714,84754,968,14,752,954,0.9352941176470588,0.7372549019607844
2039,NZ_LR134333.1.2030,65,1020,1020,NZ_LR134215.1,1346413,1347379,971,19,782,952,0.9333333333333333,0.7666666666666667
2040,NZ_LR134333.1.2031,1,1008,1020,NZ_LR134215.1,1347380,1348358,1009,31,821,978,0.9588235294117647,0.8049019607843138
2041,NZ_LR134333.1.2032,28,1020,1020,NZ_LR134215.1,1348398,1349390,993,0,854,993,0.9735294117647059,0.8372549019607843
2042,NZ_LR134333.1.2033,2,1011,1020,NZ_LR134215.1,1349392,1350412,1024,17,823,1007,0.9872549019607844,0.8068627450980392
2043,NZ_LR134333.1.2034,5,797,1020,NZ_LR134215.1,1350427,1351222,801,13,609,788,0.7725490196078432,0.5970588235294118
2045,NZ_LR134333.1.2035,1,1020,1020,NZ_LR134215.1,1351511,1352530,1020,0,883,1020,1.0,0.865686274509804
2047,NZ_LR134333.1.2036,4,1020,1020,NZ_LR134215.1,1352534,1353550,1017,0,858,1017,0.9970588235294118,0.8411764705882353
2049,NZ_LR134333.1.2038,64,1020,1020,NZ_LR134215.1,1354663,1355616,969,27,687,942,0.9235294117647059,0.6735294117647059
2050,NZ_LR134333.1.2039,3,751,1020,NZ_LR134215.1,1355619,1356367,750,2,598,748,0.7333333333333333,0.5862745098039216
366,NZ_LR134333.1.204,25,1020,1020,NZ_LR134215.1,84729,83731,1000,5,813,995,0.9754901960784313,0.7970588235294118
2051,NZ_LR134333.1.2040,124,1018,1020,NZ_LR134215.1,1356769,1357657,901,18,725,883,0.865686274509804,0.7107843137254902
2052,NZ_LR134333.1.2041,3,1018,1020,NZ_LR134215.1,1357662,1358692,1042,37,777,1005,0.9852941176470589,0.7617647058823529
2053,NZ_LR134333.1.2042,10,779,1020,NZ_LR134215.1,1358704,1359473,777,14,543,763,0.7480392156862745,0.5323529411764706
2054,NZ_LR134333.1.2043,82,809,1020,NZ_LR134215.1,1359769,1360493,731,9,520,722,0.707843137254902,0.5098039215686274
2059,NZ_LR134333.1.2046,20,787,1020,NZ_LR134215.1,1362788,1363555,772,8,588,764,0.7490196078431373,0.5764705882352941
2061,NZ_LR134333.1.2048,47,1020,1020,NZ_LR134215.1,1368084,1369058,985,21,696,964,0.9450980392156862,0.6823529411764706
2062,NZ_LR134333.1.2049,1,1018,1020,NZ_LR134215.1,1369059,1370076,1028,20,749,1008,0.9882352941176471,0.734313725490196
367,NZ_LR134333.1.205,1,1020,1020,NZ_LR134215.1,83730,82787,1021,78,737,943,0.9245098039215687,0.7225490196078431
2063,NZ_LR134333.1.2050,6,1020,1020,NZ_LR134215.1,1370084,1371091,1042,61,705,981,0.961764705882353,0.6911764705882353
2064,NZ_LR134333.1.2051,48,833,1020,NZ_LR134215.1,1371139,1371924,786,0,612,786,0.7705882352941177,0.6
2070,NZ_LR134333.1.2067,97,1017,1020,NZ_LR134215.1,1217886,1218800,942,48,634,894,0.8764705882352941,0.6215686274509804
2071,NZ_LR134333.1.2068,1,763,1020,NZ_LR134215.1,1218804,1219566,772,18,502,754,0.7392156862745098,0.492156862745098
2073,NZ_LR134333.1.2070,1,1020,1020,NZ_LR134215.1,1376774,1377793,1023,6,762,1017,0.9970588235294118,0.7470588235294118
2074,NZ_LR134333.1.2071,3,1019,1020,NZ_LR134215.1,1377796,1378770,1029,66,771,963,0.9441176470588235,0.7558823529411764
2076,NZ_LR134333.1.2074,2,1020,1020,NZ_LR134215.1,1379342,1380379,1041,25,799,1016,0.996078431372549,0.7833333333333333
2077,NZ_LR134333.1.2075,2,1020,1020,NZ_LR134215.1,1380381,1381399,1020,2,794,1018,0.9980392156862745,0.7784313725490196
2079,NZ_LR134333.1.2077,1,1020,1020,NZ_LR134215.1,1382433,1383452,1020,0,792,1020,1.0,0.7764705882352941
2081,NZ_LR134333.1.2079,13,1020,1020,NZ_LR134215.1,1384486,1385493,1027,38,734,989,0.9696078431372549,0.7196078431372549
2084,NZ_LR134333.1.2080,5,1018,1020,NZ_LR134215.1,1385498,1386511,1018,8,783,1010,0.9901960784313726,0.7676470588235295
2085,NZ_LR134333.1.2081,1,1020,1020,NZ_LR134215.1,1386514,1387524,1024,17,777,1007,0.9872549019607844,0.7617647058823529
2086,NZ_LR134333.1.2082,1,1010,1020,NZ_LR134215.1,1387525,1388534,1014,8,736,1006,0.9862745098039216,0.7215686274509804
2087,NZ_LR134333.1.2083,45,1020,1020,NZ_LR134215.1,1388589,1389564,976,0,732,976,0.9568627450980393,0.7176470588235294
2090,NZ_LR134333.1.2087,36,1020,1020,NZ_LR134215.1,1392642,1393610,988,22,656,966,0.9470588235294117,0.6431372549019608
2092,NZ_LR134333.1.2089,4,1017,1020,NZ_LR134215.1,1394647,1395660,1018,8,743,1010,0.9901960784313726,0.7284313725490196
2095,NZ_LR134333.1.2090,32,1020,1020,NZ_LR134215.1,1395695,1396631,1007,88,720,919,0.9009803921568628,0.7058823529411765
2100,NZ_LR134333.1.2093,1,1020,1020,NZ_LR134215.1,1403755,1404777,1027,11,736,1016,0.996078431372549,0.7215686274509804
2101,NZ_LR134333.1.2094,1,1019,1020,NZ_LR134215.1,1404778,1405793,1023,11,812,1012,0.9921568627450981,0.796078431372549
61,NZ_LR134333.1.21,3,752,1020,NZ_LR134215.1,3840193,3840945,754,5,583,749,0.734313725490196,0.5715686274509804
2104,NZ_LR134333.1.2101,283,1020,1020,NZ_LR134215.1,1407591,1408328,738,0,572,738,0.7235294117647059,0.5607843137254902
2105,NZ_LR134333.1.2102,223,1020,1020,NZ_LR134215.1,1408528,1409325,801,6,605,795,0.7794117647058824,0.5931372549019608
2106,NZ_LR134333.1.2103,4,1007,1020,NZ_LR134215.1,1409329,1410288,1016,68,707,948,0.9294117647058824,0.6931372549019608
2108,NZ_LR134333.1.2105,290,1018,1020,NZ_LR134215.1,1410613,1411341,729,0,579,729,0.7147058823529412,0.5676470588235294
2109,NZ_LR134333.1.2106,1,826,1020,NZ_LR134215.1,1411344,1412169,826,0,677,826,0.8098039215686275,0.6637254901960784
369,NZ_LR134333.1.211,107,998,1020,NZ_LR134215.1,82442,81552,892,1,688,891,0.8735294117647059,0.6745098039215687
2117,NZ_LR134333.1.2111,1,1016,1020,NZ_LR134215.1,1413538,1414564,1035,27,795,1008,0.9882352941176471,0.7794117647058824
2121,NZ_LR134333.1.2118,7,1020,1020,NZ_LR134215.1,1415795,1416813,1026,19,750,1007,0.9872549019607844,0.7352941176470589
2122,NZ_LR134333.1.2119,1,1009,1020,NZ_LR134215.1,1416814,1417822,1025,32,736,993,0.9735294117647059,0.7215686274509804
2123,NZ_LR134333.1.2120,7,804,1020,NZ_LR134215.1,1417840,1418640,802,5,591,797,0.7813725490196078,0.5794117647058824
2124,NZ_LR134333.1.2121,3,1020,1020,NZ_LR134215.1,1418872,1419885,1025,18,762,1007,0.9872549019607844,0.7470588235294118
2125,NZ_LR134333.1.2122,1,1018,1020,NZ_LR134215.1,1419886,1420900,1022,11,759,1011,0.9911764705882353,0.7441176470588236
2126,NZ_LR134333.1.2123,263,1005,1020,NZ_LR134215.1,1421185,1421927,743,0,596,743,0.7284313725490196,0.5843137254901961
2127,NZ_LR134333.1.2124,7,1018,1020,NZ_LR134215.1,1421949,1422969,1025,17,785,1008,0.9882352941176471,0.7696078431372549
2128,NZ_LR134333.1.2125,1,1011,1020,NZ_LR134215.1,1422972,1423984,1020,16,768,1004,0.984313725490196,0.7529411764705882
2129,NZ_LR134333.1.2126,1,751,1020,NZ_LR134215.1,1423994,1424744,752,2,619,750,0.7352941176470589,0.6068627450980392
2131,NZ_LR134333.1.2127,3,787,1020,NZ_LR134215.1,1424911,1425695,786,2,598,784,0.7686274509803922,0.5862745098039216
2136,NZ_LR134333.1.2136,36,871,1020,NZ_LR134215.1,1427299,1428140,846,14,659,832,0.8156862745098039,0.6460784313725491
2138,NZ_LR134333.1.2138,1,1019,1020,NZ_LR134215.1,1428506,1429524,1019,0,793,1019,0.9990196078431373,0.7774509803921569
2139,NZ_LR134333.1.2139,1,1011,1020,NZ_LR134215.1,1429526,1430540,1037,48,760,989,0.9696078431372549,0.7450980392156863
2140,NZ_LR134333.1.2140,8,1020,1020,NZ_LR134215.1,1430557,1431569,1013,0,805,1013,0.9931372549019608,0.7892156862745098
2141,NZ_LR134333.1.2141,2,903,1020,NZ_LR134215.1,1431571,1432472,902,0,685,902,0.884313725490196,0.6715686274509803
2142,NZ_LR134333.1.2142,126,931,1020,NZ_LR134215.1,1432687,1433492,806,0,572,806,0.7901960784313725,0.5607843137254902
2143,NZ_LR134333.1.2143,274,1020,1020,NZ_LR134215.1,1433841,1434587,753,12,501,741,0.7264705882352941,0.49117647058823527
2144,NZ_LR134333.1.2144,1,924,1020,NZ_LR134215.1,1434588,1435514,938,25,662,913,0.8950980392156863,0.6490196078431373
2145,NZ_LR134333.1.2145,17,902,1020,NZ_LR134215.1,1435625,1436504,891,16,616,875,0.8578431372549019,0.6039215686274509
2146,NZ_LR134333.1.2168,126,1020,1020,NZ_LR134215.1,1465136,1466028,896,4,742,892,0.8745098039215686,0.7274509803921568
2147,NZ_LR134333.1.2169,2,1020,1020,NZ_LR134215.1,1466030,1467045,1019,3,870,1016,0.996078431372549,0.8529411764705882
2148,NZ_LR134333.1.2170,1,1020,1020,NZ_LR134215.1,1467046,1468066,1023,5,837,1018,0.9980392156862745,0.8205882352941176
2150,NZ_LR134333.1.2178,263,1020,1020,NZ_LR134215.1,1489250,1490013,766,10,539,756,0.7411764705882353,0.5284313725490196
2151,NZ_LR134333.1.2179,142,945,1020,NZ_LR134215.1,1490172,1490978,810,9,637,801,0.7852941176470588,0.6245098039215686
2152,NZ_LR134333.1.2180,46,1020,1020,NZ_LR134215.1,1491107,1492081,975,0,796,975,0.9558823529411765,0.7803921568627451
2157,NZ_LR134333.1.2200,214,1019,1020,NZ_LR134215.1,1492436,1493241,806,0,643,806,0.7901960784313725,0.6303921568627451
2160,NZ_LR134333.1.2206,1,1015,1020,NZ_LR134215.1,1494843,1495860,1019,5,753,1014,0.9941176470588236,0.7382352941176471
2163,NZ_LR134333.1.2208,6,1020,1020,NZ_LR134215.1,1496759,1497773,1018,6,780,1012,0.9921568627450981,0.7647058823529411
2164,NZ_LR134333.1.2209,6,1020,1020,NZ_LR134215.1,1497779,1498808,1033,21,813,1012,0.9921568627450981,0.7970588235294118
2166,NZ_LR134333.1.2210,19,1020,1020,NZ_LR134215.1,1498827,1499825,1007,13,779,994,0.9745098039215686,0.7637254901960784
2167,NZ_LR134333.1.2211,5,1020,1020,NZ_LR134215.1,1499830,1500845,1018,4,809,1014,0.9941176470588236,0.7931372549019607
2170,NZ_LR134333.1.2212,3,1019,1020,NZ_LR134215.1,1500848,1501864,1020,6,813,1014,0.9941176470588236,0.7970588235294118
2172,NZ_LR134333.1.2213,10,1020,1020,NZ_LR134215.1,1501875,1502885,1020,18,784,1002,0.9823529411764705,0.7686274509803922
2173,NZ_LR134333.1.2214,1,1020,1020,NZ_LR134215.1,1502886,1503905,1020,0,832,1020,1.0,0.8156862745098039
2175,NZ_LR134333.1.2215,10,1020,1020,NZ_LR134215.1,1503915,1504919,1014,12,787,1002,0.9823529411764705,0.7715686274509804
2178,NZ_LR134333.1.2222,5,1020,1020,NZ_LR134215.1,2393155,2394170,1019,6,802,1013,0.9931372549019608,0.7862745098039216
2183,NZ_LR134333.1.2231,68,997,1020,NZ_LR134215.1,1507568,1508493,947,38,660,909,0.8911764705882353,0.6470588235294118
2184,NZ_LR134333.1.2232,5,1020,1020,NZ_LR134215.1,1508521,1509549,1036,27,801,1009,0.9892156862745098,0.7852941176470588
2187,NZ_LR134333.1.2235,287,1020,1020,NZ_LR134215.1,1511642,1512369,736,10,554,726,0.711764705882353,0.5431372549019607
374,NZ_LR134333.1.224,21,1020,1020,NZ_LR134215.1,79449,78446,1007,10,709,997,0.9774509803921568,0.6950980392156862
2195,NZ_LR134333.1.2242,100,1000,1020,NZ_LR134215.1,496807,497708,905,7,649,898,0.8803921568627451,0.6362745098039215
2196,NZ_LR134333.1.2243,1,1015,1020,NZ_LR134215.1,497741,498761,1025,14,688,1011,0.9911764705882353,0.6745098039215687
2199,NZ_LR134333.1.2246,28,1004,1020,NZ_LR134215.1,500797,501773,988,22,671,966,0.9470588235294117,0.657843137254902
2205,NZ_LR134333.1.2256,1,1020,1020,NZ_LR134215.1,1521726,1522748,1023,3,822,1020,1.0,0.8058823529411765
2206,NZ_LR134333.1.2258,7,1018,1020,NZ_LR134215.1,507667,508670,1018,20,684,998,0.9784313725490196,0.6705882352941176
2207,NZ_LR134333.1.2259,1,1002,1020,NZ_LR134215.1,508673,509674,1006,8,693,998,0.9784313725490196,0.6794117647058824
2209,NZ_LR134333.1.2266,1,1020,1020,NZ_LR134215.1,508384,509403,1024,8,737,1016,0.996078431372549,0.7225490196078431
2210,NZ_LR134333.1.2276,243,1020,1020,NZ_LR134215.1,1530118,1530907,792,16,611,776,0.7607843137254902,0.5990196078431372
2211,NZ_LR134333.1.2277,3,1020,1020,NZ_LR134215.1,1530910,1531924,1021,9,792,1012,0.9921568627450981,0.7764705882352941
2212,NZ_LR134333.1.2278,1,1020,1020,NZ_LR134215.1,1531925,1532944,1020,0,776,1020,1.0,0.7607843137254902
2213,NZ_LR134333.1.2279,1,1020,1020,NZ_LR134215.1,1532945,1533985,1041,21,796,1020,1.0,0.7803921568627451
2214,NZ_LR134333.1.2280,1,1020,1020,NZ_LR134215.1,1533986,1535005,1026,12,783,1014,0.9941176470588236,0.7676470588235295
2215,NZ_LR134333.1.2281,1,929,1020,NZ_LR134215.1,1535006,1535934,929,0,737,929,0.9107843137254902,0.7225490196078431
2216,NZ_LR134333.1.2282,34,1019,1020,NZ_LR134215.1,1536059,1537013,986,31,780,955,0.9362745098039216,0.7647058823529411
2217,NZ_LR134333.1.2283,1,1019,1020,NZ_LR134215.1,1537015,1538039,1038,32,758,1006,0.9862745098039216,0.7431372549019608
2218,NZ_LR134333.1.2285,251,1012,1020,NZ_LR134215.1,1538575,1539343,780,29,614,751,0.7362745098039216,0.6019607843137255
2220,NZ_LR134333.1.2286,9,834,1020,NZ_LR134215.1,1539360,1540185,826,0,694,826,0.8098039215686275,0.6803921568627451
2224,NZ_LR134333.1.2288,3,1018,1020,NZ_LR134215.1,1332780,1333795,1016,0,840,1016,0.996078431372549,0.8235294117647058
2228,NZ_LR134333.1.2290,1,1019,1020,NZ_LR134215.1,1540487,1541505,1027,16,782,1011,0.9911764705882353,0.7666666666666667
2236,NZ_LR134333.1.2299,1,960,1020,NZ_LR134215.1,1543951,1544910,975,30,669,945,0.9264705882352942,0.6558823529411765
2240,NZ_LR134333.1.2312,1,793,1020,NZ_LR134215.1,1587067,1587856,795,7,635,788,0.7725490196078432,0.6225490196078431
2249,NZ_LR134333.1.2331,291,1020,1020,NZ_LR134215.1,1596642,1597371,732,4,550,728,0.7137254901960784,0.5392156862745098
2250,NZ_LR134333.1.2332,34,1019,1020,NZ_LR134215.1,1597405,1598389,994,17,750,977,0.957843137254902,0.7352941176470589
2256,NZ_LR134333.1.2342,104,1018,1020,NZ_LR134215.1,1572971,1573904,941,33,673,908,0.8901960784313725,0.6598039215686274
2260,NZ_LR134333.1.2343,24,766,1020,NZ_LR134215.1,1573930,1574672,743,0,552,743,0.7284313725490196,0.5411764705882353
2266,NZ_LR134333.1.2345,1,1020,1020,NZ_LR134215.1,1594274,1595293,1021,2,826,1019,0.9990196078431373,0.8098039215686275
2273,NZ_LR134333.1.2362,4,805,1020,NZ_LR134215.1,1599884,1600686,806,7,605,799,0.7833333333333333,0.5931372549019608
2276,NZ_LR134333.1.2366,13,1019,1020,NZ_LR134215.1,1602374,1603377,1012,13,740,999,0.9794117647058823,0.7254901960784313
2279,NZ_LR134333.1.2384,1,903,1020,NZ_LR134215.1,1604046,1604945,912,21,642,891,0.8735294117647059,0.6294117647058823
2280,NZ_LR134333.1.2385,1,749,1020,NZ_LR134215.1,1605062,1605810,765,32,571,733,0.7186274509803922,0.5598039215686275
2283,NZ_LR134333.1.2392,1,1020,1020,NZ_LR134215.1,1612483,1613527,1046,27,781,1019,0.9990196078431373,0.765686274509804
2284,NZ_LR134333.1.2393,1,1020,1020,NZ_LR134215.1,1613528,1614559,1034,16,773,1018,0.9980392156862745,0.7578431372549019
2285,NZ_LR134333.1.2394,1,1014,1020,NZ_LR134215.1,1614560,1615573,1020,12,810,1008,0.9882352941176471,0.7941176470588235
2293,NZ_LR134333.1.2397,1,1018,1020,NZ_LR134215.1,1617668,1618685,1020,4,799,1016,0.996078431372549,0.7833333333333333
2294,NZ_LR134333.1.2398,1,1013,1020,NZ_LR134215.1,1618688,1619700,1013,0,765,1013,0.9931372549019608,0.75
2295,NZ_LR134333.1.2399,3,1014,1020,NZ_LR134215.1,1619710,1620719,1012,2,796,1010,0.9901960784313726,0.7803921568627451
380,NZ_LR134333.1.241,1,1017,1020,NZ_LR134215.1,76106,75090,1017,0,852,1017,0.9970588235294118,0.8352941176470589
2310,NZ_LR134333.1.2411,101,1020,1020,NZ_LR134215.1,1630527,1631446,920,0,750,920,0.9019607843137255,0.7352941176470589
2311,NZ_LR134333.1.2412,2,1020,1020,NZ_LR134215.1,1631448,1632466,1027,16,763,1011,0.9911764705882353,0.7480392156862745
2313,NZ_LR134333.1.2413,1,1019,1020,NZ_LR134215.1,1632467,1633505,1042,26,806,1016,0.996078431372549,0.7901960784313725
2316,NZ_LR134333.1.2416,17,852,1020,NZ_LR134215.1,1635693,1636528,845,18,609,827,0.8107843137254902,0.5970588235294118
2318,NZ_LR134333.1.2418,8,1008,1020,NZ_LR134215.1,2391598,2390598,1004,6,795,998,0.9784313725490196,0.7794117647058824
2319,NZ_LR134333.1.2419,7,1020,1020,NZ_LR134215.1,2390579,2389566,1017,6,779,1011,0.9911764705882353,0.7637254901960784
382,NZ_LR134333.1.242,2,1018,1020,NZ_LR134215.1,75085,74069,1019,4,863,1015,0.9950980392156863,0.846078431372549
2320,NZ_LR134333.1.2420,1,1020,1020,NZ_LR134215.1,2389565,2388550,1032,28,789,1004,0.984313725490196,0.7735294117647059
2321,NZ_LR134333.1.2421,2,1020,1020,NZ_LR134215.1,2388548,2387527,1029,17,826,1012,0.9921568627450981,0.8098039215686275
2322,NZ_LR134333.1.2422,1,951,1020,NZ_LR134215.1,2387526,2386618,955,50,657,905,0.8872549019607843,0.6441176470588236
2325,NZ_LR134333.1.2425,76,1020,1020,NZ_LR134215.1,2383556,2382611,947,3,746,944,0.9254901960784314,0.7313725490196078
2328,NZ_LR134333.1.2428,1,1020,1020,NZ_LR134215.1,2381035,2380016,1020,0,826,1020,1.0,0.8098039215686275
2329,NZ_LR134333.1.2429,1,964,1020,NZ_LR134215.1,2380015,2379069,965,19,760,946,0.9274509803921569,0.7450980392156863
384,NZ_LR134333.1.243,2,1020,1020,NZ_LR134215.1,74065,73047,1019,0,896,1019,0.9990196078431373,0.8784313725490196
2330,NZ_LR134333.1.2430,173,937,1020,NZ_LR134215.1,2378962,2378199,768,7,625,761,0.746078431372549,0.6127450980392157
2333,NZ_LR134333.1.2433,1,1020,1020,NZ_LR134215.1,2376950,2375931,1020,0,821,1020,1.0,0.8049019607843138
2334,NZ_LR134333.1.2434,302,1020,1020,NZ_LR134215.1,2375783,2375065,719,0,561,719,0.7049019607843138,0.55
2335,NZ_LR134333.1.2435,3,1019,1020,NZ_LR134215.1,2375062,2374046,1026,18,763,1008,0.9882352941176471,0.7480392156862745
2336,NZ_LR134333.1.2436,10,943,1020,NZ_LR134215.1,2374035,2373102,941,14,749,927,0.9088235294117647,0.734313725490196
2337,NZ_LR134333.1.2437,40,1020,1020,NZ_LR134215.1,2372979,2371999,988,14,766,974,0.9549019607843138,0.7509803921568627
2338,NZ_LR134333.1.2438,268,990,1020,NZ_LR134215.1,2371698,2370976,724,2,533,722,0.707843137254902,0.5225490196078432
2339,NZ_LR134333.1.2439,1,1019,1020,NZ_LR134215.1,2370945,2369963,1019,36,781,983,0.9637254901960784,0.765686274509804
386,NZ_LR134333.1.244,1,836,1020,NZ_LR134215.1,73046,72211,836,0,720,836,0.8196078431372549,0.7058823529411765
2341,NZ_LR134333.1.2440,1,984,1020,NZ_LR134215.1,2369961,2368933,1034,55,818,979,0.9598039215686275,0.8019607843137255
2343,NZ_LR134333.1.2442,1,1020,1020,NZ_LR134215.1,2367868,2366849,1020,0,829,1020,1.0,0.8127450980392157
2344,NZ_LR134333.1.2443,1,1019,1020,NZ_LR134215.1,2366848,2365814,1045,36,800,1009,0.9892156862745098,0.7843137254901961
2345,NZ_LR134333.1.2444,1,1019,1020,NZ_LR134215.1,2365812,2364794,1019,0,827,1019,0.9990196078431373,0.8107843137254902
2346,NZ_LR134333.1.2445,1,1020,1020,NZ_LR134215.1,2364792,2363754,1045,31,806,1014,0.9941176470588236,0.7901960784313725
2347,NZ_LR134333.1.2446,1,993,1020,NZ_LR134215.1,2363753,2362763,1001,18,734,983,0.9637254901960784,0.7196078431372549
2350,NZ_LR134333.1.2449,43,1020,1020,NZ_LR134215.1,2361490,2360513,988,20,683,968,0.9490196078431372,0.6696078431372549
387,NZ_LR134333.1.245,154,1020,1020,NZ_LR134215.1,72205,71339,870,6,683,864,0.8470588235294118,0.6696078431372549
2351,NZ_LR134333.1.2450,14,1020,1020,NZ_LR134215.1,2360499,2359490,1011,5,737,1006,0.9862745098039216,0.7225490196078431
2356,NZ_LR134333.1.2462,53,1020,1020,NZ_LR134215.1,1810170,1811143,984,26,715,958,0.9392156862745098,0.7009803921568627
2357,NZ_LR134333.1.2463,1,1020,1020,NZ_LR134215.1,1811144,1812170,1035,23,773,1012,0.9921568627450981,0.7578431372549019
2358,NZ_LR134333.1.2464,6,1018,1020,NZ_LR134215.1,1812176,1813185,1015,7,748,1008,0.9882352941176471,0.7333333333333333
2359,NZ_LR134333.1.2465,1,1020,1020,NZ_LR134215.1,1813188,1814207,1024,8,747,1016,0.996078431372549,0.7323529411764705
2360,NZ_LR134333.1.2466,3,1012,1020,NZ_LR134215.1,1814210,1815219,1021,22,759,999,0.9794117647058823,0.7441176470588236
2361,NZ_LR134333.1.2467,1,1020,1020,NZ_LR134215.1,1815228,1816245,1035,32,723,1003,0.9833333333333333,0.7088235294117647
2362,NZ_LR134333.1.2468,1,1014,1020,NZ_LR134215.1,1816246,1817267,1034,32,802,1002,0.9823529411764705,0.7862745098039216
2363,NZ_LR134333.1.2469,27,1020,1020,NZ_LR134215.1,1817300,1818293,995,2,783,993,0.9735294117647059,0.7676470588235295
389,NZ_LR134333.1.247,292,1020,1020,NZ_LR134215.1,4060424,4061152,731,4,585,727,0.7127450980392157,0.5735294117647058
